time_sec,x_ref,y_ref,z_ref,x_actual,y_actual,z_actual,error_x,error_y,error_z,total_error
9.94167,9.99998,-7.49999,14.99997,10.02664,-7.50949,14.91152,0.02666,-0.00951,-0.08845,0.09287
9.95000,9.99999,-7.49999,14.99998,10.02694,-7.50948,14.91154,0.02695,-0.00949,-0.08844,0.09294
9.95833,9.99999,-7.49999,14.99999,10.02722,-7.50946,14.91156,0.02723,-0.00947,-0.08843,0.09301
9.96667,10.00000,-7.50000,14.99999,10.02750,-7.50945,14.91157,0.02750,-0.00945,-0.08842,0.09308
9.97500,10.00000,-7.50000,15.00000,10.02776,-7.50943,14.91158,0.02777,-0.00943,-0.08842,0.09315
9.98333,10.00000,-7.50000,15.00000,10.02802,-7.50942,14.91159,0.02802,-0.00942,-0.08841,0.09322
9.99167,10.00000,-7.50000,15.00000,10.02825,-7.50940,14.91159,0.02825,-0.00940,-0.08841,0.09329
10.00000,10.00000,-7.50000,15.00000,10.02848,-7.50939,14.91160,0.02848,-0.00939,-0.08840,0.09335
10.00833,10.00000,-7.50000,15.00000,10.02870,-7.50938,14.91160,0.02870,-0.00938,-0.08840,0.09341
10.01667,10.00000,-7.50000,15.00000,10.02890,-7.50936,14.91160,0.02890,-0.00936,-0.08840,0.09347
10.02500,10.00000,-7.50000,15.00000,10.02909,-7.50935,14.91160,0.02909,-0.00935,-0.08840,0.09353
10.03333,10.00000,-7.50000,15.00000,10.02927,-7.50935,14.91160,0.02927,-0.00935,-0.08840,0.09359
10.04167,10.00000,-7.50000,15.00000,10.02943,-7.50934,14.91160,0.02943,-0.00934,-0.08840,0.09364
10.05000,10.00000,-7.50000,15.00000,10.02959,-7.50934,14.91160,0.02959,-0.00934,-0.08840,0.09369
10.05833,10.00000,-7.50000,15.00000,10.02973,-7.50933,14.91159,0.02973,-0.00933,-0.08841,0.09374
10.06667,10.00000,-7.50000,15.00000,10.02986,-7.50933,14.91159,0.02986,-0.00933,-0.08841,0.09378
10.07500,10.00000,-7.50000,15.00000,10.02998,-7.50933,14.91159,0.02998,-0.00933,-0.08841,0.09383
10.08333,10.00000,-7.50000,15.00000,10.03009,-7.50933,14.91158,0.03009,-0.00933,-0.08842,0.09387
10.09167,10.00000,-7.50000,15.00000,10.03019,-7.50934,14.91157,0.03019,-0.00934,-0.08843,0.09390
10.10000,10.00000,-7.50000,15.00000,10.03028,-7.50934,14.91157,0.03028,-0.00934,-0.08843,0.09394
10.10833,10.00000,-7.50000,15.00000,10.03036,-7.50935,14.91156,0.03036,-0.00935,-0.08844,0.09397
10.11667,10.00000,-7.50000,15.00000,10.03043,-7.50936,14.91155,0.03043,-0.00936,-0.08845,0.09400
10.12500,10.00000,-7.50000,15.00000,10.03049,-7.50937,14.91155,0.03049,-0.00937,-0.08845,0.09403
10.13333,10.00000,-7.50000,15.00000,10.03054,-7.50938,14.91154,0.03054,-0.00938,-0.08846,0.09405
10.14167,10.00000,-7.50000,15.00000,10.03057,-7.50939,14.91153,0.03057,-0.00939,-0.08847,0.09407
10.15000,10.00000,-7.50000,15.00000,10.03061,-7.50941,14.91152,0.03061,-0.00941,-0.08848,0.09409
10.15833,10.00000,-7.50000,15.00000,10.03063,-7.50942,14.91151,0.03063,-0.00942,-0.08849,0.09411
10.16667,10.00000,-7.50000,15.00000,10.03064,-7.50944,14.91150,0.03064,-0.00944,-0.08850,0.09412
10.17500,10.00000,-7.50000,15.00000,10.03064,-7.50946,14.91150,0.03064,-0.00946,-0.08850,0.09414
10.18333,10.00000,-7.50000,15.00000,10.03064,-7.50948,14.91149,0.03064,-0.00948,-0.08851,0.09415
10.19167,10.00000,-7.50000,15.00000,10.03063,-7.50951,14.91148,0.03063,-0.00951,-0.08852,0.09415
10.20000,10.00000,-7.50000,15.00000,10.03061,-7.50953,14.91147,0.03061,-0.00953,-0.08853,0.09416
10.20833,10.00000,-7.50000,15.00000,10.03058,-7.50956,14.91146,0.03058,-0.00956,-0.08854,0.09416
10.21667,10.00000,-7.50000,15.00000,10.03055,-7.50958,14.91145,0.03055,-0.00958,-0.08855,0.09416
10.22500,10.00000,-7.50000,15.00000,10.03051,-7.50961,14.91144,0.03051,-0.00961,-0.08856,0.09416
10.23333,10.00000,-7.50000,15.00000,10.03046,-7.50964,14.91143,0.03046,-0.00964,-0.08857,0.09416
10.24167,10.00000,-7.50000,15.00000,10.03041,-7.50967,14.91142,0.03041,-0.00967,-0.08858,0.09415
10.25000,10.00000,-7.50000,15.00000,10.03035,-7.50970,14.91141,0.03035,-0.00970,-0.08859,0.09414
10.25833,10.00000,-7.50000,15.00000,10.03028,-7.50973,14.91140,0.03028,-0.00973,-0.08860,0.09413
10.26667,10.00000,-7.50000,15.00000,10.03021,-7.50977,14.91139,0.03021,-0.00977,-0.08861,0.09412
10.27500,10.00000,-7.50000,15.00000,10.03013,-7.50980,14.91138,0.03013,-0.00980,-0.08862,0.09411
10.28333,10.00000,-7.50000,15.00000,10.03005,-7.50983,14.91138,0.03005,-0.00983,-0.08862,0.09410
10.29167,10.00000,-7.50000,15.00000,10.02996,-7.50987,14.91137,0.02996,-0.00987,-0.08863,0.09408
10.30000,10.00000,-7.50000,15.00000,10.02986,-7.50991,14.91136,0.02986,-0.00991,-0.08864,0.09406
10.30833,10.00000,-7.50000,15.00000,10.02977,-7.50994,14.91135,0.02977,-0.00994,-0.08865,0.09404
10.31667,10.00000,-7.50000,15.00000,10.02966,-7.50998,14.91134,0.02966,-0.00998,-0.08866,0.09402
10.32500,10.00000,-7.50000,15.00000,10.02955,-7.51001,14.91134,0.02955,-0.01001,-0.08866,0.09400
10.33333,10.00000,-7.50000,15.00000,10.02944,-7.51005,14.91133,0.02944,-0.01005,-0.08867,0.09397
10.34167,10.00000,-7.50000,15.00000,10.02933,-7.51009,14.91132,0.02933,-0.01009,-0.08868,0.09394
10.35000,10.00000,-7.50000,15.00000,10.02921,-7.51012,14.91131,0.02921,-0.01012,-0.08869,0.09392
10.35833,10.00000,-7.50000,15.00000,10.02908,-7.51016,14.91131,0.02908,-0.01016,-0.08869,0.09389
10.36667,10.00000,-7.50000,15.00000,10.02895,-7.51020,14.91130,0.02895,-0.01020,-0.08870,0.09386
10.37500,10.00000,-7.50000,15.00000,10.02882,-7.51024,14.91130,0.02882,-0.01024,-0.08870,0.09383
10.38333,10.00000,-7.50000,15.00000,10.02869,-7.51027,14.91129,0.02869,-0.01027,-0.08871,0.09379
10.39167,10.00000,-7.50000,15.00000,10.02855,-7.51031,14.91129,0.02855,-0.01031,-0.08871,0.09376
10.40000,10.00000,-7.50000,15.00000,10.02841,-7.51034,14.91128,0.02841,-0.01034,-0.08872,0.09373
10.40833,10.00000,-7.50000,15.00000,10.02826,-7.51038,14.91128,0.02826,-0.01038,-0.08872,0.09369
10.41667,10.00000,-7.50000,15.00000,10.02811,-7.51042,14.91128,0.02811,-0.01042,-0.08872,0.09365
10.42500,10.00000,-7.50000,15.00000,10.02796,-7.51045,14.91127,0.02796,-0.01045,-0.08873,0.09362
10.43333,10.00000,-7.50000,15.00000,10.02781,-7.51048,14.91127,0.02781,-0.01048,-0.08873,0.09358
10.44167,10.00000,-7.50000,15.00000,10.02766,-7.51052,14.91127,0.02766,-0.01052,-0.08873,0.09354
10.45000,10.00000,-7.50000,15.00000,10.02750,-7.51055,14.91127,0.02750,-0.01055,-0.08873,0.09350
10.45833,10.00000,-7.50000,15.00000,10.02734,-7.51058,14.91126,0.02734,-0.01058,-0.08874,0.09345
10.46667,10.00000,-7.50000,15.00000,10.02718,-7.51061,14.91126,0.02718,-0.01061,-0.08874,0.09341
10.47500,10.00000,-7.50000,15.00000,10.02701,-7.51064,14.91126,0.02701,-0.01064,-0.08874,0.09337
10.48333,10.00000,-7.50000,15.00000,10.02685,-7.51067,14.91126,0.02685,-0.01067,-0.08874,0.09332
10.49167,10.00000,-7.50000,15.00000,10.02668,-7.51070,14.91126,0.02668,-0.01070,-0.08874,0.09328
10.50000,10.00000,-7.50000,15.00000,10.02651,-7.51073,14.91126,0.02651,-0.01073,-0.08874,0.09323
10.50833,10.00000,-7.50000,15.00000,10.02634,-7.51076,14.91126,0.02634,-0.01076,-0.08874,0.09319
10.51667,10.00000,-7.50000,15.00000,10.02617,-7.51078,14.91127,0.02617,-0.01078,-0.08873,0.09314
10.52500,10.00000,-7.50000,15.00000,10.02600,-7.51081,14.91127,0.02600,-0.01081,-0.08873,0.09309
10.53333,10.00000,-7.50000,15.00000,10.02582,-7.51083,14.91127,0.02582,-0.01083,-0.08873,0.09304
10.54167,10.00000,-7.50000,15.00000,10.02564,-7.51086,14.91127,0.02564,-0.01086,-0.08873,0.09299
10.55000,10.00000,-7.50000,15.00000,10.02547,-7.51088,14.91128,0.02547,-0.01088,-0.08872,0.09294
10.55833,10.00000,-7.50000,15.00000,10.02529,-7.51090,14.91128,0.02529,-0.01090,-0.08872,0.09289
10.56667,10.00000,-7.50000,15.00000,10.02511,-7.51092,14.91129,0.02511,-0.01092,-0.08871,0.09284
10.57500,10.00000,-7.50000,15.00000,10.02493,-7.51094,14.91129,0.02493,-0.01094,-0.08871,0.09279
10.58333,10.00000,-7.50000,15.00000,10.02475,-7.51096,14.91130,0.02475,-0.01096,-0.08870,0.09274
10.59167,10.00000,-7.50000,15.00000,10.02456,-7.51098,14.91130,0.02456,-0.01098,-0.08870,0.09269
10.60000,10.00000,-7.50000,15.00000,10.02438,-7.51099,14.91131,0.02438,-0.01099,-0.08869,0.09264
10.60833,10.00000,-7.50000,15.00000,10.02420,-7.51101,14.91132,0.02420,-0.01101,-0.08868,0.09258
10.61667,10.00000,-7.50000,15.00000,10.02401,-7.51102,14.91132,0.02401,-0.01102,-0.08868,0.09253
10.62500,10.00000,-7.50000,15.00000,10.02383,-7.51103,14.91133,0.02383,-0.01103,-0.08867,0.09248
10.63333,10.00000,-7.50000,15.00000,10.02364,-7.51104,14.91134,0.02364,-0.01104,-0.08866,0.09242
10.64167,10.00000,-7.50000,15.00000,10.02346,-7.51105,14.91135,0.02346,-0.01105,-0.08865,0.09237
10.65000,10.00000,-7.50000,15.00000,10.02327,-7.51106,14.91136,0.02327,-0.01106,-0.08864,0.09231
10.65833,10.00000,-7.50000,15.00000,10.02309,-7.51107,14.91137,0.02309,-0.01107,-0.08863,0.09226
10.66667,10.00000,-7.50000,15.00000,10.02290,-7.51108,14.91138,0.02290,-0.01108,-0.08862,0.09220
10.67500,10.00000,-7.50000,15.00000,10.02271,-7.51108,14.91139,0.02271,-0.01108,-0.08861,0.09215
10.68333,10.00000,-7.50000,15.00000,10.02253,-7.51109,14.91140,0.02253,-0.01109,-0.08860,0.09209
10.69167,10.00000,-7.50000,15.00000,10.02234,-7.51109,14.91141,0.02234,-0.01109,-0.08859,0.09203
10.70000,10.00000,-7.50000,15.00000,10.02216,-7.51110,14.91142,0.02216,-0.01110,-0.08858,0.09198
10.70833,10.00000,-7.50000,15.00000,10.02197,-7.51110,14.91143,0.02197,-0.01110,-0.08857,0.09192
10.71667,10.00000,-7.50000,15.00000,10.02179,-7.51110,14.91145,0.02179,-0.01110,-0.08855,0.09187
10.72500,10.00000,-7.50000,15.00000,10.02160,-7.51110,14.91146,0.02160,-0.01110,-0.08854,0.09181
10.73333,10.00000,-7.50000,15.00000,10.02142,-7.51110,14.91147,0.02142,-0.01110,-0.08853,0.09175
10.74167,10.00000,-7.50000,15.00000,10.02123,-7.51109,14.91149,0.02123,-0.01109,-0.08851,0.09170
10.75000,10.00000,-7.50000,15.00000,10.02105,-7.51109,14.91150,0.02105,-0.01109,-0.08850,0.09164
10.75833,10.00000,-7.50000,15.00000,10.02086,-7.51109,14.91152,0.02086,-0.01109,-0.08848,0.09158
10.76667,10.00000,-7.50000,15.00000,10.02068,-7.51108,14.91153,0.02068,-0.01108,-0.08847,0.09152
10.77500,10.00000,-7.50000,15.00000,10.02050,-7.51107,14.91155,0.02050,-0.01107,-0.08845,0.09147
10.78333,10.00000,-7.50000,15.00000,10.02032,-7.51107,14.91157,0.02032,-0.01107,-0.08843,0.09141
10.79167,10.00000,-7.50000,15.00000,10.02014,-7.51106,14.91158,0.02014,-0.01106,-0.08842,0.09135
10.80000,10.00000,-7.50000,15.00000,10.01996,-7.51105,14.91160,0.01996,-0.01105,-0.08840,0.09129
10.80833,10.00000,-7.50000,15.00000,10.01978,-7.51104,14.91162,0.01978,-0.01104,-0.08838,0.09124
10.81667,10.00000,-7.50000,15.00000,10.01960,-7.51102,14.91164,0.01960,-0.01102,-0.08836,0.09118
10.82500,10.00000,-7.50000,15.00000,10.01942,-7.51101,14.91166,0.01942,-0.01101,-0.08834,0.09112
10.83333,10.00000,-7.50000,15.00000,10.01924,-7.51100,14.91167,0.01924,-0.01100,-0.08833,0.09106
10.84167,10.00000,-7.50000,15.00000,10.01907,-7.51098,14.91169,0.01907,-0.01098,-0.08831,0.09101
10.85000,10.00000,-7.50000,15.00000,10.01889,-7.51097,14.91171,0.01889,-0.01097,-0.08829,0.09095
10.85833,10.00000,-7.50000,15.00000,10.01872,-7.51095,14.91173,0.01872,-0.01095,-0.08827,0.09089
10.86667,10.00000,-7.50000,15.00000,10.01854,-7.51094,14.91175,0.01854,-0.01094,-0.08825,0.09083
10.87500,10.00000,-7.50000,15.00000,10.01837,-7.51092,14.91177,0.01837,-0.01092,-0.08823,0.09078
10.88333,10.00000,-7.50000,15.00000,10.01820,-7.51090,14.91180,0.01820,-0.01090,-0.08820,0.09072
10.89167,10.00000,-7.50000,15.00000,10.01803,-7.51088,14.91182,0.01803,-0.01088,-0.08818,0.09066
10.90000,10.00000,-7.50000,15.00000,10.01786,-7.51086,14.91184,0.01786,-0.01086,-0.08816,0.09061
10.90833,10.00000,-7.50000,15.00000,10.01770,-7.51084,14.91186,0.01770,-0.01084,-0.08814,0.09055
10.91667,10.00000,-7.50000,15.00000,10.01753,-7.51082,14.91188,0.01753,-0.01082,-0.08812,0.09049
10.92500,10.00000,-7.50000,15.00000,10.01736,-7.51080,14.91191,0.01736,-0.01080,-0.08809,0.09043
10.93333,10.00000,-7.50000,15.00000,10.01720,-7.51077,14.91193,0.01720,-0.01077,-0.08807,0.09038
10.94167,10.00000,-7.50000,15.00000,10.01704,-7.51075,14.91195,0.01704,-0.01075,-0.08805,0.09032
10.95000,10.00000,-7.50000,15.00000,10.01688,-7.51073,14.91198,0.01688,-0.01073,-0.08802,0.09026
10.95833,10.00000,-7.50000,15.00000,10.01672,-7.51070,14.91200,0.01672,-0.01070,-0.08800,0.09021
10.96667,10.00000,-7.50000,15.00000,10.01656,-7.51067,14.91203,0.01656,-0.01067,-0.08797,0.09015
10.97500,10.00000,-7.50000,15.00000,10.01640,-7.51065,14.91205,0.01640,-0.01065,-0.08795,0.09009
10.98333,10.00000,-7.50000,15.00000,10.01625,-7.51062,14.91208,0.01625,-0.01062,-0.08792,0.09004
10.99167,10.00000,-7.50000,15.00000,10.01609,-7.51059,14.91210,0.01609,-0.01059,-0.08790,0.08998
11.00000,10.00000,-7.50000,15.00000,10.01594,-7.51057,14.91213,0.01594,-0.01057,-0.08787,0.08993
11.00833,10.00000,-7.50000,15.00000,10.01579,-7.51054,14.91216,0.01579,-0.01054,-0.08784,0.08987
11.01667,10.00000,-7.50000,15.00000,10.01564,-7.51051,14.91218,0.01564,-0.01051,-0.08782,0.08981
11.02500,10.00000,-7.50000,15.00000,10.01549,-7.51048,14.91221,0.01549,-0.01048,-0.08779,0.08976
11.03333,10.00000,-7.50000,15.00000,10.01534,-7.51045,14.91224,0.01534,-0.01045,-0.08776,0.08970
11.04167,10.00000,-7.50000,15.00000,10.01520,-7.51042,14.91227,0.01520,-0.01042,-0.08773,0.08965
11.05000,10.00000,-7.50000,15.00000,10.01505,-7.51038,14.91229,0.01505,-0.01038,-0.08771,0.08959
11.05833,10.00000,-7.50000,15.00000,10.01491,-7.51035,14.91232,0.01491,-0.01035,-0.08768,0.08954
11.06667,10.00000,-7.50000,15.00000,10.01477,-7.51032,14.91235,0.01477,-0.01032,-0.08765,0.08948
11.07500,10.00000,-7.50000,15.00000,10.01463,-7.51029,14.91238,0.01463,-0.01029,-0.08762,0.08943
11.08333,10.00000,-7.50000,15.00000,10.01449,-7.51025,14.91241,0.01449,-0.01025,-0.08759,0.08937
11.09167,10.00000,-7.50000,15.00000,10.01436,-7.51022,14.91244,0.01436,-0.01022,-0.08756,0.08932
11.10000,10.00000,-7.50000,15.00000,10.01422,-7.51018,14.91247,0.01422,-0.01018,-0.08753,0.08927
11.10833,10.00000,-7.50000,15.00000,10.01409,-7.51015,14.91250,0.01409,-0.01015,-0.08750,0.08921
11.11667,10.00000,-7.50000,15.00000,10.01396,-7.51012,14.91253,0.01396,-0.01012,-0.08747,0.08916
11.12500,10.00000,-7.50000,15.00000,10.01383,-7.51008,14.91256,0.01383,-0.01008,-0.08744,0.08910
11.13333,10.00000,-7.50000,15.00000,10.01370,-7.51004,14.91259,0.01370,-0.01004,-0.08741,0.08905
11.14167,10.00000,-7.50000,15.00000,10.01357,-7.51001,14.91262,0.01357,-0.01001,-0.08738,0.08900
11.15000,10.00000,-7.50000,15.00000,10.01345,-7.50997,14.91265,0.01345,-0.00997,-0.08735,0.08894
11.15833,10.00000,-7.50000,15.00000,10.01332,-7.50994,14.91268,0.01332,-0.00994,-0.08732,0.08889
11.16667,10.00000,-7.50000,15.00000,10.01320,-7.50990,14.91271,0.01320,-0.00990,-0.08729,0.08884
11.17500,10.00000,-7.50000,15.00000,10.01308,-7.50986,14.91274,0.01308,-0.00986,-0.08726,0.08878
11.18333,10.00000,-7.50000,15.00000,10.01296,-7.50982,14.91277,0.01296,-0.00982,-0.08723,0.08873
11.19167,10.00000,-7.50000,15.00000,10.01285,-7.50979,14.91281,0.01285,-0.00979,-0.08719,0.08868
11.20000,10.00000,-7.50000,15.00000,10.01273,-7.50975,14.91284,0.01273,-0.00975,-0.08716,0.08863
11.20833,10.00000,-7.50000,15.00000,10.01262,-7.50971,14.91287,0.01262,-0.00971,-0.08713,0.08857
11.21667,10.00000,-7.50000,15.00000,10.01250,-7.50967,14.91290,0.01250,-0.00967,-0.08710,0.08852
11.22500,10.00000,-7.50000,15.00000,10.01239,-7.50963,14.91294,0.01239,-0.00963,-0.08706,0.08847
11.23333,10.00000,-7.50000,15.00000,10.01228,-7.50959,14.91297,0.01228,-0.00959,-0.08703,0.08842
11.24167,10.00000,-7.50000,15.00000,10.01218,-7.50956,14.91300,0.01218,-0.00956,-0.08700,0.08836
11.25000,10.00000,-7.50000,15.00000,10.01207,-7.50952,14.91303,0.01207,-0.00952,-0.08697,0.08831
11.25833,10.00000,-7.50000,15.00000,10.01197,-7.50948,14.91307,0.01197,-0.00948,-0.08693,0.08826
11.26667,10.00000,-7.50000,15.00000,10.01186,-7.50944,14.91310,0.01186,-0.00944,-0.08690,0.08821
11.27500,10.00000,-7.50000,15.00000,10.01176,-7.50940,14.91314,0.01176,-0.00940,-0.08686,0.08816
11.28333,10.00000,-7.50000,15.00000,10.01166,-7.50936,14.91317,0.01166,-0.00936,-0.08683,0.08811
11.29167,10.00000,-7.50000,15.00000,10.01157,-7.50932,14.91320,0.01157,-0.00932,-0.08680,0.08806
11.30000,10.00000,-7.50000,15.00000,10.01147,-7.50928,14.91324,0.01147,-0.00928,-0.08676,0.08801
11.30833,10.00000,-7.50000,15.00000,10.01137,-7.50924,14.91327,0.01137,-0.00924,-0.08673,0.08796
11.31667,10.00000,-7.50000,15.00000,10.01128,-7.50920,14.91331,0.01128,-0.00920,-0.08669,0.08791
11.32500,10.00000,-7.50000,15.00000,10.01119,-7.50916,14.91334,0.01119,-0.00916,-0.08666,0.08786
11.33333,10.00000,-7.50000,15.00000,10.01110,-7.50912,14.91338,0.01110,-0.00912,-0.08662,0.08781
11.34167,10.00000,-7.50000,15.00000,10.01101,-7.50908,14.91341,0.01101,-0.00908,-0.08659,0.08776
11.35000,10.00000,-7.50000,15.00000,10.01092,-7.50904,14.91345,0.01092,-0.00904,-0.08655,0.08771
11.35833,10.00000,-7.50000,15.00000,10.01084,-7.50900,14.91348,0.01084,-0.00900,-0.08652,0.08766
11.36667,10.00000,-7.50000,15.00000,10.01075,-7.50896,14.91352,0.01075,-0.00896,-0.08648,0.08761
11.37500,10.00000,-7.50000,15.00000,10.01067,-7.50892,14.91356,0.01067,-0.00892,-0.08644,0.08756
11.38333,10.00000,-7.50000,15.00000,10.01059,-7.50888,14.91359,0.01059,-0.00888,-0.08641,0.08751
11.39167,10.00000,-7.50000,15.00000,10.01051,-7.50884,14.91363,0.01051,-0.00884,-0.08637,0.08746
11.40000,10.00000,-7.50000,15.00000,10.01043,-7.50880,14.91366,0.01043,-0.00880,-0.08634,0.08741
11.40833,10.00000,-7.50000,15.00000,10.01036,-7.50876,14.91370,0.01036,-0.00876,-0.08630,0.08736
11.41667,10.00000,-7.50000,15.00000,10.01028,-7.50872,14.91374,0.01028,-0.00872,-0.08626,0.08731
11.42500,10.00000,-7.50000,15.00000,10.01021,-7.50868,14.91377,0.01021,-0.00868,-0.08623,0.08726
11.43333,10.00000,-7.50000,15.00000,10.01013,-7.50865,14.91381,0.01013,-0.00865,-0.08619,0.08721
11.44167,10.00000,-7.50000,15.00000,10.01006,-7.50861,14.91385,0.01006,-0.00861,-0.08615,0.08717
11.45000,10.00000,-7.50000,15.00000,10.00999,-7.50857,14.91388,0.00999,-0.00857,-0.08612,0.08712
11.45833,10.00000,-7.50000,15.00000,10.00992,-7.50853,14.91392,0.00992,-0.00853,-0.08608,0.08707
11.46667,10.00000,-7.50000,15.00000,10.00986,-7.50849,14.91396,0.00986,-0.00849,-0.08604,0.08702
11.47500,10.00000,-7.50000,15.00000,10.00979,-7.50845,14.91399,0.00979,-0.00845,-0.08601,0.08697
11.48333,10.00000,-7.50000,15.00000,10.00973,-7.50841,14.91403,0.00973,-0.00841,-0.08597,0.08693
11.49167,10.00000,-7.50000,15.00000,10.00966,-7.50837,14.91407,0.00966,-0.00837,-0.08593,0.08688
11.50000,10.00000,-7.50000,15.00000,10.00960,-7.50834,14.91411,0.00960,-0.00834,-0.08589,0.08683
11.50833,10.00000,-7.50000,15.00000,10.00954,-7.50830,14.91414,0.00954,-0.00830,-0.08586,0.08678
11.51667,10.00000,-7.50000,15.00000,10.00948,-7.50826,14.91418,0.00948,-0.00826,-0.08582,0.08674
11.52500,10.00000,-7.50000,15.00000,10.00942,-7.50822,14.91422,0.00942,-0.00822,-0.08578,0.08669
11.53333,10.00000,-7.50000,15.00000,10.00937,-7.50819,14.91426,0.00937,-0.00819,-0.08574,0.08664
11.54167,10.00000,-7.50000,15.00000,10.00931,-7.50815,14.91429,0.00931,-0.00815,-0.08571,0.08659
11.55000,10.00000,-7.50000,15.00000,10.00926,-7.50811,14.91433,0.00926,-0.00811,-0.08567,0.08655
11.55833,10.00000,-7.50000,15.00000,10.00921,-7.50808,14.91437,0.00921,-0.00808,-0.08563,0.08650
11.56667,10.00000,-7.50000,15.00000,10.00915,-7.50804,14.91441,0.00915,-0.00804,-0.08559,0.08645
11.57500,10.00000,-7.50000,15.00000,10.00910,-7.50800,14.91445,0.00910,-0.00800,-0.08555,0.08641
11.58333,10.00000,-7.50000,15.00000,10.00905,-7.50797,14.91448,0.00905,-0.00797,-0.08552,0.08636
11.59167,10.00000,-7.50000,15.00000,10.00901,-7.50793,14.91452,0.00901,-0.00793,-0.08548,0.08632
11.60000,10.00000,-7.50000,15.00000,10.00896,-7.50790,14.91456,0.00896,-0.00790,-0.08544,0.08627
11.60833,10.00000,-7.50000,15.00000,10.00891,-7.50786,14.91460,0.00891,-0.00786,-0.08540,0.08622
11.61667,10.00000,-7.50000,15.00000,10.00887,-7.50782,14.91464,0.00887,-0.00782,-0.08536,0.08618
11.62500,10.00000,-7.50000,15.00000,10.00882,-7.50779,14.91468,0.00882,-0.00779,-0.08532,0.08613
11.63333,10.00000,-7.50000,15.00000,10.00878,-7.50776,14.91472,0.00878,-0.00776,-0.08528,0.08609
11.64167,10.00000,-7.50000,15.00000,10.00874,-7.50772,14.91475,0.00874,-0.00772,-0.08525,0.08604
11.65000,10.00000,-7.50000,15.00000,10.00870,-7.50769,14.91479,0.00870,-0.00769,-0.08521,0.08599
11.65833,10.00000,-7.50000,15.00000,10.00866,-7.50765,14.91483,0.00866,-0.00765,-0.08517,0.08595
11.66667,10.00000,-7.50000,15.00000,10.00862,-7.50762,14.91487,0.00862,-0.00762,-0.08513,0.08590
11.67500,10.00000,-7.50000,15.00000,10.00858,-7.50759,14.91491,0.00858,-0.00759,-0.08509,0.08586
11.68333,10.00000,-7.50000,15.00000,10.00855,-7.50755,14.91495,0.00855,-0.00755,-0.08505,0.08581
11.69167,10.00000,-7.50000,15.00000,10.00851,-7.50752,14.91499,0.00851,-0.00752,-0.08501,0.08577
11.70000,10.00000,-7.50000,15.00000,10.00848,-7.50749,14.91503,0.00848,-0.00749,-0.08497,0.08572
11.70833,10.00000,-7.50000,15.00000,10.00845,-7.50746,14.91507,0.00845,-0.00746,-0.08493,0.08568
11.71667,10.00000,-7.50000,15.00000,10.00841,-7.50743,14.91510,0.00841,-0.00743,-0.08490,0.08563
11.72500,10.00000,-7.50000,15.00000,10.00838,-7.50740,14.91514,0.00838,-0.00740,-0.08486,0.08559
11.73333,10.00000,-7.50000,15.00000,10.00835,-7.50736,14.91518,0.00835,-0.00736,-0.08482,0.08554
11.74167,10.00000,-7.50000,15.00000,10.00832,-7.50733,14.91522,0.00832,-0.00733,-0.08478,0.08550
11.75000,10.00000,-7.50000,15.00000,10.00829,-7.50730,14.91526,0.00829,-0.00730,-0.08474,0.08546
11.75833,10.00000,-7.50000,15.00000,10.00826,-7.50727,14.91530,0.00826,-0.00727,-0.08470,0.08541
11.76667,10.00000,-7.50000,15.00000,10.00824,-7.50724,14.91534,0.00824,-0.00724,-0.08466,0.08537
11.77500,10.00000,-7.50000,15.00000,10.00821,-7.50721,14.91538,0.00821,-0.00721,-0.08462,0.08532
11.78333,10.00000,-7.50000,15.00000,10.00819,-7.50719,14.91542,0.00819,-0.00719,-0.08458,0.08528
11.79167,10.00000,-7.50000,15.00000,10.00816,-7.50716,14.91546,0.00816,-0.00716,-0.08454,0.08524
11.80000,10.00000,-7.50000,15.00000,10.00814,-7.50713,14.91550,0.00814,-0.00713,-0.08450,0.08519
11.80833,10.00000,-7.50000,15.00000,10.00811,-7.50710,14.91554,0.00811,-0.00710,-0.08446,0.08515
11.81667,10.00000,-7.50000,15.00000,10.00809,-7.50707,14.91558,0.00809,-0.00707,-0.08442,0.08510
11.82500,10.00000,-7.50000,15.00000,10.00807,-7.50705,14.91562,0.00807,-0.00705,-0.08438,0.08506
11.83333,10.00000,-7.50000,15.00000,10.00805,-7.50702,14.91566,0.00805,-0.00702,-0.08434,0.08502
11.84167,10.00000,-7.50000,15.00000,10.00803,-7.50699,14.91570,0.00803,-0.00699,-0.08430,0.08497
11.85000,10.00000,-7.50000,15.00000,10.00801,-7.50697,14.91573,0.00801,-0.00697,-0.08427,0.08493
11.85833,10.00000,-7.50000,15.00000,10.00799,-7.50694,14.91577,0.00799,-0.00694,-0.08423,0.08489
11.86667,10.00000,-7.50000,15.00000,10.00797,-7.50691,14.91581,0.00797,-0.00691,-0.08419,0.08484
11.87500,10.00000,-7.50000,15.00000,10.00796,-7.50689,14.91585,0.00796,-0.00689,-0.08415,0.08480
11.88333,10.00000,-7.50000,15.00000,10.00794,-7.50686,14.91589,0.00794,-0.00686,-0.08411,0.08476
11.89167,10.00000,-7.50000,15.00000,10.00792,-7.50684,14.91593,0.00792,-0.00684,-0.08407,0.08472
11.90000,10.00000,-7.50000,15.00000,10.00791,-7.50681,14.91597,0.00791,-0.00681,-0.08403,0.08467
